time,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain ,surface_pressure ,cloud_cover ,visibility ,wind_speed,soil_temperature
2024-08-01T09:00,23.3,37,7.8,20.5,0,0.00,901.0,0,76360.00,15.3,29.2
2024-08-01T10:00,24.6,35,8.1,22.3,0,0.00,901.3,0,76380.00,15.8,32.7
2024-08-01T11:00,26.2,31,7.8,24.6,0,0.00,901.5,0,77700.00,16.2,36.1
2024-08-01T12:00,27.5,27,6.9,26.7,0,0.00,901.8,0,78980.00,14.1,39.2
2024-08-01T13:00,28.7,25,6.7,28.2,0,0.00,901.4,0,79680.00,13.7,40.8
2024-08-01T14:00,29.4,23,6.1,28.9,0,0.00,901.5,0,80480.00,12.8,41.5
2024-08-01T15:00,31.1,20,5.5,30.7,0,0.00,900.6,0,81500.00,9.4,42.5
2024-08-01T16:00,30.9,21,6.1,29.8,0,0.00,900.2,6,81520.00,9.8,39.5
2024-08-01T17:00,30.8,21,6.0,28.5,0,0.00,899.4,7,81720.00,10.9,36.4
2024-08-01T18:00,29.8,21,5.2,26.8,0,0.00,899.5,0,81760.00,12.7,31.7
2024-08-01T19:00,28.7,23,5.5,25.9,0,0.00,899.4,0,81480.00,11.6,27.9
2024-08-01T20:00,26.6,25,5.0,24.2,0,0.00,899.6,3,81120.00,8.4,23.9
2024-08-01T21:00,24.7,29,5.5,22.8,0,0.00,899.7,0,79880.00,5.5,22.0
2024-08-01T22:00,23.0,36,7.1,21.5,0,0.00,899.4,0,77720.00,5.1,20.6
2024-08-01T23:00,21.6,41,7.8,20.3,0,0.00,899.0,0,76100.00,5.3,19.6
2024-08-02T00:00,21.3,41,7.5,19.8,0,0.00,898.8,0,76020.00,5.7,19.2
2024-08-02T01:00,21.1,42,7.7,19.7,0,0.00,898.6,0,75780.00,5.7,18.6
2024-08-02T02:00,20.7,45,8.3,19.5,0,0.00,898.6,0,75860.00,4.8,17.8
2024-08-02T03:00,20.9,46,8.8,19.8,0,0.00,898.1,0,75740.00,5.1,18.3
2024-08-02T04:00,20.1,49,9.0,19.2,0,0.00,897.8,0,74920.00,4.1,17.4
2024-08-02T05:00,19.4,52,9.3,18.6,0,0.00,897.7,0,73300.00,4.3,16.8
2024-08-02T06:00,18.8,51,8.5,17.6,0,0.00,898.0,0,73720.00,5.5,16.5
2024-08-02T07:00,19.9,48,8.6,18.8,0,0.00,898.4,0,75080.00,4.7,19.4
2024-08-02T08:00,22.2,43,9.1,21.6,0,0.00,899.3,0,75680.00,3.0,25.8
2024-08-02T09:00,25.2,34,8.2,23.8,0,0.00,899.6,0,77180.00,6.4,31.2
2024-08-02T10:00,26.8,30,7.8,25.6,0,0.00,900.0,0,78520.00,7.8,35.2
2024-08-02T11:00,28.3,27,7.6,28.0,0,0.00,899.7,0,79280.00,7.9,39.1
2024-08-02T12:00,29.7,26,8.1,30.8,0,0.00,900.1,3,79560.00,5.0,41.1
2024-08-02T13:00,30.7,24,7.8,32.1,0,0.00,899.9,5,80300.00,4.6,42.3
2024-08-02T14:00,31.5,22,7.2,32.8,0,0.00,899.6,8,80840.00,4.3,42.4
2024-08-02T15:00,32.7,21,7.5,33.5,0,0.00,898.3,21,81220.00,5.2,42.4
2024-08-02T16:00,32.8,21,7.6,32.8,0,0.00,897.8,33,81580.00,5.4,40.5
2024-08-02T17:00,32.7,20,6.8,31.2,0,0.00,897.2,40,81840.00,6.5,37.3
2024-08-02T18:00,32.0,20,6.2,29.7,0,0.00,897.2,34,82320.00,9.1,33.4
2024-08-02T19:00,31.2,20,5.6,29.1,0,0.00,897.2,30,82600.00,7.3,29.8
2024-08-02T20:00,28.9,27,8.0,28.0,0,0.00,896.9,18,81260.00,2.3,24.3
2024-08-02T21:00,27.5,27,6.9,26.2,0,0.00,897.3,54,81660.00,3.6,23.1
2024-08-02T22:00,25.0,29,5.7,23.2,0,0.00,896.8,33,80120.00,5.1,22.3
2024-08-02T23:00,22.8,33,5.7,21.0,0,0.00,896.2,0,78680.00,4.6,20.1
2024-08-03T00:00,22.3,30,3.9,20.1,0,0.00,896.3,0,79680.00,5.6,19.7
2024-08-03T01:00,22.1,30,3.7,19.8,0,0.00,896.2,0,79840.00,5.6,19.2
2024-08-03T02:00,21.9,31,4.0,19.8,0,0.00,896.0,8,79580.00,4.8,18.5
2024-08-03T03:00,22.2,34,5.6,20.3,0,0.00,895.0,1,78460.00,5.7,19.2
2024-08-03T04:00,21.7,35,5.6,19.9,0,0.00,894.7,0,78020.00,5.4,18.6
2024-08-03T05:00,21.3,38,6.4,19.9,0,0.00,894.7,0,77580.00,3.6,17.8
2024-08-03T06:00,20.0,39,5.7,18.3,0,0.00,895.2,0,77100.00,4.7,17.0
2024-08-03T07:00,20.2,40,6.2,18.8,0,0.00,895.6,0,76720.00,3.1,19.4
2024-08-03T08:00,22.7,39,8.1,22.0,0,0.00,896.4,1,76840.00,1.8,25.8
2024-08-03T09:00,25.8,29,6.5,24.7,0,0.00,897.0,0,79140.00,1.9,31.0
2024-08-03T10:00,28.0,25,6.2,26.9,0,0.00,897.3,0,80180.00,4.8,35.1
2024-08-03T11:00,30.1,21,5.4,29.8,0,0.00,897.6,0,81440.00,5.4,39.4
2024-08-03T12:00,31.9,19,5.4,32.0,0,0.00,898.1,0,82240.00,6.6,42.6
2024-08-03T13:00,33.2,17,4.9,33.8,0,0.00,898.3,0,82700.00,5.5,44.2
2024-08-03T14:00,34.1,17,5.6,34.9,0,0.00,897.8,3,83020.00,4.7,44.3
2024-08-03T15:00,35.2,16,5.6,35.9,0,0.00,896.5,39,83260.00,3.1,43.2
2024-08-03T16:00,35.1,16,5.5,34.2,0,0.00,896.0,70,83300.00,5.5,41.2
2024-08-03T17:00,34.9,16,5.4,33.4,0,0.00,895.4,76,83440.00,2.4,36.9
2024-08-03T18:00,34.2,17,5.7,32.7,0,0.00,895.9,37,83580.00,3.4,36.0
2024-08-03T19:00,33.4,17,5.1,31.7,0,0.00,896.1,64,83760.00,3.3,31.6
2024-08-03T20:00,30.8,22,6.7,28.7,0,0.00,896.0,68,82260.00,8.7,27.6
2024-08-03T21:00,29.1,26,7.6,27.7,0,0.00,896.0,47,80860.00,5.5,25.9
2024-08-03T22:00,27.4,31,8.8,26.4,0,0.00,895.8,56,79340.00,4.8,24.4
2024-08-03T23:00,26.3,35,9.6,26.1,0,0.00,896.2,60,78780.00,0.5,22.8
2024-08-04T00:00,25.3,34,8.3,24.5,0,0.00,896.5,59,78940.00,2.6,22.0
2024-08-04T01:00,24.3,34,7.4,22.9,0,0.00,896.6,51,78560.00,5.1,21.5
2024-08-04T02:00,23.8,34,7.0,22.0,0,0.00,896.4,39,78140.00,7.1,21.5
2024-08-04T03:00,25.0,23,2.4,22.2,0,0.00,896.2,45,81820.00,7.1,21.8
2024-08-04T04:00,24.5,23,2.0,21.9,0,0.00,896.1,37,81880.00,5.5,21.0
2024-08-04T05:00,23.5,26,2.9,21.4,0,0.00,896.2,36,81120.00,3.4,19.9
2024-08-04T06:00,22.0,30,3.6,20.1,0,0.00,896.6,6,80240.00,2.7,18.4
2024-08-04T07:00,21.4,36,5.7,19.9,0,0.00,897.1,19,78180.00,2.9,20.5
2024-08-04T08:00,23.2,37,7.7,22.4,0,0.00,897.8,39,77140.00,1.8,26.1
2024-08-04T09:00,25.9,29,6.5,24.3,0,0.00,898.5,40,79120.00,5.0,31.2
2024-08-04T10:00,28.2,22,4.5,26.3,0,0.00,899.0,7,81500.00,6.5,35.6
2024-08-04T11:00,30.1,19,4.0,29.4,0,0.00,899.2,31,82480.00,5.6,39.6
2024-08-04T12:00,31.8,16,2.9,31.6,0,0.00,899.3,30,83300.00,5.6,42.7
2024-08-04T13:00,33.2,15,3.1,33.1,0,0.00,899.1,11,83680.00,6.4,44.5
2024-08-04T14:00,33.9,14,2.7,33.9,0,0.00,898.6,7,83940.00,5.7,44.9
2024-08-04T15:00,35.0,15,4.5,35.3,0,0.00,897.9,28,83560.00,4.1,44.2
2024-08-04T16:00,34.8,15,4.4,33.9,0,0.00,897.3,34,83700.00,4.6,41.3
2024-08-04T17:00,34.7,15,4.3,32.0,0,0.00,896.7,41,83820.00,9.3,38.2
2024-08-04T18:00,34.2,16,4.8,31.3,0,0.00,896.7,41,83780.00,11.0,35.5
2024-08-04T19:00,32.9,17,4.7,30.7,0,0.00,896.8,76,83600.00,6.6,30.7
2024-08-04T20:00,31.0,23,7.4,29.6,0,0.00,896.7,76,82060.00,5.1,27.7
2024-08-04T21:00,29.5,24,6.8,27.8,0,0.00,897.4,83,81500.00,5.8,27.1
2024-08-04T22:00,28.5,23,5.3,26.0,0,0.00,897.1,82,81500.00,8.9,26.4
2024-08-04T23:00,27.8,21,3.5,24.8,0,0.00,897.3,65,82360.00,10.7,25.4
2024-08-05T00:00,27.7,19,2.0,24.8,0,0.00,897.2,78,83060.00,7.7,25.6
2024-08-05T01:00,26.5,22,3.1,23.9,0,0.00,897.3,78,81960.00,7.1,24.6
2024-08-05T02:00,25.8,24,3.7,23.0,0,0.00,897.2,72,81500.00,9.2,23.7
2024-08-05T03:00,24.9,36,8.8,23.2,0,0.00,896.7,56,77820.00,9.8,22.9
2024-08-05T04:00,24.3,39,9.5,22.7,0,0.00,896.8,53,76780.00,10.2,22.2
2024-08-05T05:00,24.0,40,9.6,22.7,0,0.00,896.9,78,76240.00,8.0,22.4
2024-08-05T06:00,23.3,43,10.0,22.6,0,0.00,897.5,65,75860.00,4.7,21.3
2024-08-05T07:00,22.9,48,11.3,22.9,0,0.00,897.6,52,75180.00,2.4,22.7
2024-08-05T08:00,24.2,46,11.9,24.6,0,0.00,898.5,55,74860.00,1.3,27.0
2024-08-05T09:00,26.5,37,10.6,26.3,0,0.00,898.9,46,76480.00,2.3,31.8
2024-08-05T10:00,28.2,33,10.4,27.2,0,0.00,899.4,62,77460.00,7.4,35.1
2024-08-05T11:00,29.4,31,10.5,28.8,0,0.00,899.2,56,78080.00,9.4,38.5
2024-08-05T12:00,30.7,27,9.6,30.8,0,0.00,899.6,49,79200.00,9.0,42.1
2024-08-05T13:00,32.0,24,8.9,32.8,0,0.00,899.4,42,80100.00,6.4,43.6
2024-08-05T14:00,33.0,22,8.4,34.9,0,0.00,899.0,23,81000.00,1.4,43.0
2024-08-05T15:00,33.7,20,7.7,33.5,0,0.00,898.1,63,81880.00,8.2,42.5
2024-08-05T16:00,33.7,21,8.3,33.1,0,0.00,897.5,36,81440.00,5.9,40.2
2024-08-05T17:00,32.2,25,9.7,31.0,8,0.00,897.0,52,80200.00,7.8,36.8
2024-08-05T18:00,32.3,25,9.8,31.1,13,0.00,897.2,69,80760.00,7.6,34.7
2024-08-05T19:00,31.7,25,9.3,30.5,0,0.00,897.3,32,81080.00,7.0,30.6
2024-08-05T20:00,29.2,31,10.4,28.4,0,0.00,897.6,38,79380.00,6.3,26.2
2024-08-05T21:00,27.5,32,9.3,25.9,0,0.00,897.7,0,78900.00,9.4,25.1
2024-08-05T22:00,26.4,38,10.9,25.4,0,0.00,897.5,1,76900.00,8.7,24.3
2024-08-05T23:00,25.4,41,11.2,24.8,0,0.00,897.3,0,76140.00,6.3,23.1
2024-08-06T00:00,24.9,40,10.4,24.5,0,0.00,897.8,0,76520.00,3.2,22.2
2024-08-06T01:00,23.7,46,11.4,23.9,0,0.00,898.1,0,75860.00,1.8,21.0
2024-08-06T02:00,22.6,51,12.0,22.9,0,0.00,898.1,0,74800.00,2.1,20.1
2024-08-06T03:00,22.0,54,12.3,22.2,0,0.00,897.1,0,72240.00,3.4,20.1
2024-08-06T04:00,21.2,57,12.3,21.4,0,0.00,896.7,38,69560.00,3.7,19.6
2024-08-06T05:00,20.8,59,12.5,21.0,0,0.00,896.6,22,67440.00,4.1,19.4
2024-08-06T06:00,20.2,61,12.5,20.5,0,0.00,897.2,12,65120.00,3.3,18.7
2024-08-06T07:00,20.5,63,13.3,21.2,0,0.00,898.1,0,62880.00,2.8,20.9
2024-08-06T08:00,22.8,55,13.3,23.5,0,0.00,898.7,0,68900.00,2.6,26.7
2024-08-06T09:00,25.3,44,12.2,25.3,0,0.00,898.7,0,74880.00,5.2,31.7
2024-08-06T10:00,27.1,40,12.3,26.7,0,0.00,899.0,0,75740.00,10.2,36.0
2024-08-06T11:00,28.6,37,12.5,29.0,0,0.00,899.4,0,75860.00,11.3,40.1
2024-08-06T12:00,30.1,33,12.1,31.3,0,0.00,899.5,0,76820.00,10.2,43.5
2024-08-06T13:00,31.5,29,11.3,33.4,0,0.00,899.4,0,78100.00,6.5,44.3
2024-08-06T14:00,32.0,28,11.2,34.1,0,0.00,898.8,18,78700.00,3.1,41.5
2024-08-06T15:00,33.2,26,11.1,33.9,0,0.00,897.2,64,79480.00,6.5,39.3
2024-08-06T16:00,32.9,27,11.4,32.2,3,0.00,896.7,64,79440.00,8.0,37.3
2024-08-06T17:00,33.1,28,12.2,32.2,13,0.00,896.4,54,79320.00,10.8,37.1
2024-08-06T18:00,33.3,21,8.0,31.2,3,0.00,896.7,70,82020.00,10.6,34.6
2024-08-06T19:00,31.7,27,10.4,30.1,3,0.00,896.6,63,80380.00,11.5,30.4
2024-08-06T20:00,29.8,32,11.3,29.1,0,0.00,896.7,44,78880.00,7.4,27.3
2024-08-06T21:00,28.3,35,11.4,27.6,0,0.00,896.8,45,77720.00,7.4,25.9
2024-08-06T22:00,27.1,37,11.2,26.4,0,0.00,896.6,47,77120.00,7.4,24.9
2024-08-06T23:00,26.8,35,10.1,25.4,0,0.00,896.8,76,77760.00,10.1,25.2
2024-08-07T00:00,26.6,32,8.5,24.6,0,0.00,897.3,60,78860.00,10.8,24.9
2024-08-07T01:00,25.8,31,7.4,23.5,0,0.00,897.6,62,79000.00,11.1,24.4
2024-08-07T02:00,24.9,34,8.0,23.1,0,0.00,897.9,57,78040.00,8.4,23.3
2024-08-07T03:00,25.0,36,8.9,23.6,0,0.00,897.3,52,77500.00,7.4,23.5
2024-08-07T04:00,24.2,38,9.0,23.2,0,0.00,896.9,64,77020.00,5.5,22.7
2024-08-07T05:00,23.9,40,9.5,23.2,0,0.00,896.9,71,76620.00,4.0,22.5
2024-08-07T06:00,23.2,41,9.3,22.6,0,0.00,897.7,72,76560.00,3.3,21.3
2024-08-07T07:00,22.9,42,9.3,22.5,0,0.00,898.2,71,76000.00,2.2,22.9
2024-08-07T08:00,23.9,39,9.1,23.3,0,0.00,899.1,54,76540.00,2.6,26.8
2024-08-07T09:00,25.5,33,8.0,24.3,0,0.00,899.7,61,77640.00,4.6,31.3
2024-08-07T10:00,27.0,27,6.4,24.4,0,0.00,900.0,56,79540.00,11.8,33.8
2024-08-07T11:00,28.1,25,6.2,25.5,0,0.00,900.2,44,80020.00,15.8,37.6
2024-08-07T12:00,29.2,23,5.9,27.3,0,0.00,900.4,31,80580.00,16.4,40.0
2024-08-07T13:00,30.3,22,6.2,29.0,0,0.00,900.6,0,80840.00,16.6,42.2
2024-08-07T14:00,31.2,22,7.0,30.0,0,0.00,900.5,0,81000.00,16.4,42.6
2024-08-07T15:00,32.8,22,8.3,32.6,0,0.00,899.2,0,81040.00,11.0,44.5
2024-08-07T16:00,32.7,22,8.2,31.7,0,0.00,898.7,0,81080.00,11.9,41.7
2024-08-07T17:00,32.5,22,8.0,30.5,0,0.00,898.1,24,81080.00,11.6,38.3
2024-08-07T18:00,31.8,23,8.1,29.2,0,0.00,898.6,28,81100.00,14.0,33.8
2024-08-07T19:00,30.8,25,8.5,28.6,0,0.00,898.6,25,80900.00,12.5,30.0
2024-08-07T20:00,29.0,28,8.6,27.4,0,0.00,898.7,27,79980.00,8.6,26.6
2024-08-07T21:00,27.2,31,8.6,25.4,0,0.00,899.1,0,79060.00,10.4,25.2
2024-08-07T22:00,26.3,31,7.8,24.1,0,0.00,899.0,3,79060.00,10.8,24.4
2024-08-07T23:00,25.4,30,6.6,23.2,0,0.00,899.1,28,79360.00,9.1,23.6
2024-08-08T00:00,24.8,29,5.6,22.5,0,0.00,899.1,35,79780.00,8.4,22.8
2024-08-08T01:00,24.1,34,7.3,22.2,0,0.00,899.2,26,78300.00,8.6,22.2
2024-08-08T02:00,23.1,39,8.4,21.6,0,0.00,899.6,36,76660.00,7.6,21.3
2024-08-08T03:00,23.0,43,9.7,21.9,0,0.00,899.0,14,75900.00,7.1,21.3
2024-08-08T04:00,22.3,47,10.5,21.7,0,0.00,899.2,27,75440.00,5.3,20.5
2024-08-08T05:00,21.4,51,10.9,21.2,0,0.00,898.6,0,73940.00,3.4,19.5
2024-08-08T06:00,20.3,56,11.2,20.2,0,0.00,899.3,0,70320.00,3.4,18.6
2024-08-08T07:00,20.2,59,11.9,20.4,0,0.00,899.6,0,66800.00,2.8,20.6
2024-08-08T08:00,22.3,52,12.0,22.6,0,0.00,900.7,0,70360.00,2.2,26.5
2024-08-08T09:00,25.0,41,10.8,24.4,0,0.00,901.0,0,75620.00,5.9,31.6
2024-08-08T10:00,26.6,39,11.5,26.3,0,0.00,901.2,0,75820.00,8.2,35.9
2024-08-08T11:00,28.3,35,11.4,28.8,0,0.00,901.4,0,76200.00,8.2,39.6
2024-08-08T12:00,30.0,29,10.0,30.9,0,0.00,901.7,0,78080.00,7.6,42.4
2024-08-08T13:00,31.6,25,9.2,32.6,0,0.00,901.4,0,79620.00,7.6,44.5
2024-08-08T14:00,32.5,23,8.7,33.6,0,0.00,901.2,4,80440.00,6.3,44.2
2024-08-08T15:00,34.0,23,10.0,35.3,0,0.00,900.1,26,80600.00,5.4,44.5
2024-08-08T16:00,33.9,23,9.9,34.4,0,0.00,899.5,38,80860.00,3.1,41.3
2024-08-08T17:00,33.8,23,9.8,33.4,0,0.00,898.7,16,81020.00,3.7,38.5
2024-08-08T18:00,33.3,23,9.4,32.0,0,0.00,899.1,24,81320.00,7.8,35.6
2024-08-08T19:00,32.6,23,8.8,30.9,0,0.00,899.0,47,81480.00,9.5,31.4
2024-08-08T20:00,30.3,27,9.3,28.7,0,0.00,898.8,42,80360.00,10.0,27.6
2024-08-08T21:00,28.6,29,8.8,27.0,0,0.00,899.0,61,79860.00,8.4,26.7
2024-08-08T22:00,27.2,32,9.1,26.1,0,0.00,899.0,48,78820.00,5.9,25.2
2024-08-08T23:00,25.8,37,10.0,25.0,0,0.00,898.8,35,77340.00,5.2,23.8
2024-08-09T00:00,25.4,34,8.4,24.2,0,0.00,898.9,57,78100.00,5.5,23.5
2024-08-09T01:00,24.8,37,9.2,23.8,0,0.00,898.9,58,77240.00,5.4,23.0
2024-08-09T02:00,24.6,38,9.4,23.8,0,0.00,898.9,62,77200.00,4.3,22.6
2024-08-09T03:00,24.8,39,9.9,24.1,0,0.00,898.7,69,76840.00,4.3,22.8
2024-08-09T04:00,24.0,42,10.3,23.6,0,0.00,898.3,71,75860.00,3.6,22.3
2024-08-09T05:00,23.6,44,10.7,23.5,0,0.00,898.2,76,76020.00,2.5,22.4
2024-08-09T06:00,22.6,47,10.8,22.4,0,0.00,898.8,73,75500.00,2.9,21.4
2024-08-09T07:00,22.9,47,11.0,22.9,0,0.00,899.3,67,75440.00,2.3,22.7
2024-08-09T08:00,24.7,42,10.9,24.4,0,0.00,900.1,50,75700.00,3.6,27.5
2024-08-09T09:00,26.9,35,10.2,26.3,0,0.00,900.6,36,77000.00,5.0,32.0
2024-08-09T10:00,28.8,26,7.4,26.8,0,0.00,900.9,52,79760.00,9.1,36.2
2024-08-09T11:00,30.2,24,7.4,29.0,0,0.00,901.3,54,80340.00,9.2,40.1
2024-08-09T12:00,30.9,24,8.0,30.9,0,0.00,901.1,65,80380.00,6.8,39.5
2024-08-09T13:00,32.5,22,8.1,32.4,0,0.00,901.3,58,81100.00,6.5,42.3
2024-08-09T14:00,34.0,20,7.9,33.9,0,0.00,900.9,1,81660.00,9.7,46.7
2024-08-09T15:00,35.5,19,8.3,35.4,0,0.00,900.2,0,82160.00,10.7,46.0
2024-08-09T16:00,35.5,17,6.7,34.6,0,0.00,899.5,0,82840.00,9.0,43.2
2024-08-09T17:00,34.8,17,6.1,33.0,0,0.00,898.9,100,83040.00,5.9,37.3
2024-08-09T18:00,34.1,18,6.4,32.5,0,0.00,899.0,96,82980.00,4.3,35.4
2024-08-09T19:00,32.2,23,8.5,30.2,0,0.00,899.1,69,81680.00,11.0,30.4
2024-08-09T20:00,29.4,29,9.5,28.0,0,0.00,899.0,72,79780.00,8.7,27.1
2024-08-09T21:00,29.1,28,8.7,27.5,0,0.00,899.1,62,80040.00,8.4,26.7
2024-08-09T22:00,28.3,31,9.6,27.4,0,0.00,899.0,86,79100.00,5.6,26.3
2024-08-09T23:00,27.7,35,10.8,27.3,0,0.00,899.3,71,78040.00,4.5,25.8
2024-08-10T00:00,27.4,36,11.0,26.9,0,0.00,899.5,54,77700.00,5.4,25.0
2024-08-10T01:00,26.4,39,11.4,25.8,0,0.00,899.7,29,76820.00,7.1,24.0
2024-08-10T02:00,25.3,43,11.9,25.0,0,0.00,899.8,9,75880.00,6.3,23.0
2024-08-10T03:00,25.3,47,13.2,25.8,0,0.00,899.1,39,75500.00,3.8,23.2
2024-08-10T04:00,24.6,50,13.5,25.4,0,0.00,899.0,54,74760.00,2.0,22.3
2024-08-10T05:00,23.9,54,14.0,25.1,0,0.00,898.9,55,72760.00,0.8,21.7
2024-08-10T06:00,22.7,56,13.5,23.5,0,0.00,899.4,66,69920.00,1.8,21.2
2024-08-10T07:00,22.3,61,14.4,23.3,0,0.00,899.9,75,63800.00,3.3,23.0
2024-08-10T08:00,23.7,56,14.4,24.6,0,0.00,901.0,64,67620.00,3.8,27.3
2024-08-10T09:00,25.8,45,13.0,26.2,0,0.00,901.5,55,74340.00,3.9,31.6
2024-08-10T10:00,27.8,37,11.8,27.8,0,0.00,901.8,59,76360.00,3.3,35.0
2024-08-10T11:00,29.2,33,11.3,29.0,0,0.00,901.9,74,77220.00,7.3,37.7
2024-08-10T12:00,30.7,30,11.1,29.9,0,0.00,902.2,62,78060.00,12.6,41.3
2024-08-10T13:00,31.3,30,11.7,30.5,0,0.00,902.0,72,78080.00,16.4,40.2
2024-08-10T14:00,32.2,28,11.4,31.2,3,0.00,901.9,56,78620.00,19.5,42.2
2024-08-10T15:00,33.9,27,12.3,32.9,10,0.00,900.3,16,79120.00,17.9,42.6
2024-08-10T16:00,26.3,56,16.9,25.2,15,0.10,900.6,99,71500.00,24.5,24.4
2024-08-10T17:00,28.8,38,13.1,28.0,35,0.00,900.0,100,76300.00,12.3,32.9
2024-08-10T18:00,27.9,45,14.9,26.4,20,0.00,900.8,84,74480.00,20.9,29.3
2024-08-10T19:00,27.2,48,15.3,27.2,13,0.00,900.6,28,74100.00,12.3,27.6
2024-08-10T20:00,26.3,51,15.3,26.7,0,0.00,900.7,10,73060.00,9.2,25.1
2024-08-10T21:00,25.2,52,14.7,25.7,3,0.00,900.9,0,72460.00,7.7,23.8
2024-08-10T22:00,25.0,49,13.5,25.1,0,0.00,900.5,33,74560.00,6.7,23.3
2024-08-10T23:00,24.8,47,12.7,24.6,3,0.00,900.4,55,75300.00,7.1,23.3
2024-08-11T00:00,24.9,43,11.5,23.3,3,0.00,901.1,48,75800.00,14.0,24.2
2024-08-11T01:00,24.3,46,12.0,23.7,0,0.00,901.1,55,75440.00,8.4,22.8
2024-08-11T02:00,23.4,50,12.4,23.1,0,0.00,901.2,57,74240.00,7.8,22.0
2024-08-11T03:00,23.1,51,12.4,22.5,0,0.00,900.6,57,73360.00,9.2,22.1
2024-08-11T04:00,22.9,52,12.6,21.9,0,0.00,900.8,60,72760.00,12.4,22.1
2024-08-11T05:00,22.4,51,11.8,20.7,0,0.00,900.7,49,73000.00,15.4,21.6
2024-08-11T06:00,21.4,49,10.3,19.4,0,0.00,901.2,37,73940.00,14.8,20.4
2024-08-11T07:00,21.7,48,10.2,19.4,0,0.00,902.1,56,74440.00,15.9,22.0
2024-08-11T08:00,22.2,45,9.7,19.2,0,0.00,902.9,65,74840.00,19.9,24.5
2024-08-11T09:00,23.0,41,9.1,19.7,0,0.00,903.2,63,75660.00,21.4,27.1
2024-08-11T10:00,24.1,38,8.9,20.7,0,0.00,903.5,66,75840.00,21.3,30.0
2024-08-11T11:00,25.5,33,8.0,22.2,0,0.00,903.7,64,77060.00,21.7,32.9
2024-08-11T12:00,26.9,29,7.4,24.1,0,0.00,903.3,45,78400.00,20.4,35.0
2024-08-11T13:00,28.2,27,7.4,25.7,0,0.00,903.2,39,79220.00,20.9,37.2
2024-08-11T14:00,29.0,26,7.6,26.7,0,0.00,902.9,38,79360.00,21.1,38.0
2024-08-11T15:00,30.1,28,9.6,28.4,0,0.00,902.0,43,78760.00,20.0,37.9
2024-08-11T16:00,30.1,27,9.0,27.6,0,0.00,901.8,44,79240.00,20.0,35.6
2024-08-11T17:00,29.9,27,8.9,27.1,0,0.00,901.3,56,79440.00,17.2,33.5
2024-08-11T18:00,29.5,27,8.5,26.6,0,0.00,901.5,52,79840.00,16.8,30.6
2024-08-11T19:00,28.4,28,8.2,25.7,0,0.00,901.4,44,79880.00,15.3,27.4
2024-08-11T20:00,26.6,30,7.6,24.4,0,0.00,901.4,35,79420.00,11.0,24.4
2024-08-11T21:00,25.0,31,6.7,22.8,0,0.00,901.4,0,79000.00,9.0,22.7
2024-08-11T22:00,23.7,33,6.5,21.5,0,0.00,900.7,0,78460.00,9.0,21.6
2024-08-11T23:00,23.1,34,6.4,20.8,0,0.00,900.7,0,78100.00,9.9,21.2
2024-08-12T00:00,23.1,33,6.0,20.5,0,0.00,901.1,0,78400.00,11.3,21.4
2024-08-12T01:00,22.3,37,6.9,20.0,0,0.00,901.5,0,77120.00,10.8,20.6
2024-08-12T02:00,21.5,44,8.7,19.6,0,0.00,901.4,0,75860.00,10.5,19.9
2024-08-12T03:00,20.8,50,10.0,19.1,0,0.00,901.1,0,73780.00,12.3,19.7
2024-08-12T04:00,20.1,53,10.3,18.3,0,0.00,901.1,0,71800.00,13.0,19.0
2024-08-12T05:00,19.5,55,10.2,17.7,0,0.00,901.0,0,70280.00,12.7,18.4
2024-08-12T06:00,18.6,56,9.7,17.0,0,0.00,901.2,0,69900.00,10.9,17.5
2024-08-12T07:00,18.9,56,10.0,17.3,0,0.00,901.7,0,69420.00,11.5,19.5
2024-08-12T08:00,20.4,52,10.2,18.1,0,0.00,902.2,0,70480.00,16.7,23.9
2024-08-12T09:00,22.2,47,10.3,19.8,0,0.00,902.8,1,72880.00,16.9,28.4
2024-08-12T10:00,23.5,43,10.2,21.2,0,0.00,902.9,0,74460.00,18.4,32.0
2024-08-12T11:00,25.2,35,8.7,23.1,0,0.00,903.2,0,75820.00,20.0,34.8
2024-08-12T12:00,26.7,30,7.7,24.9,0,0.00,902.7,0,77840.00,20.0,37.1
2024-08-12T13:00,27.9,26,6.7,26.1,0,0.00,902.7,0,79300.00,20.5,38.4
2024-08-12T14:00,28.8,22,5.0,26.6,0,0.00,902.3,0,80860.00,20.6,38.5
2024-08-12T15:00,30.2,19,4.0,27.5,0,0.00,901.5,0,81900.00,19.8,38.7
2024-08-12T16:00,30.1,19,4.0,26.7,0,0.00,901.4,0,82020.00,20.6,36.2
2024-08-12T17:00,30.0,18,3.1,25.5,0,0.00,900.8,0,82600.00,21.3,33.4
2024-08-12T18:00,29.3,18,2.5,24.8,0,0.00,900.8,0,82800.00,19.0,30.2
2024-08-12T19:00,28.1,21,3.8,24.5,0,0.00,900.6,0,82140.00,14.9,26.6
2024-08-12T20:00,25.9,26,5.0,23.5,0,0.00,900.6,0,80780.00,8.4,22.9
2024-08-12T21:00,24.4,28,4.7,22.2,0,0.00,900.8,0,80260.00,6.8,21.6
2024-08-12T22:00,23.5,30,4.9,21.2,0,0.00,900.5,0,79520.00,7.4,20.9
